No,family,smiles,smiles_ox,smiles_red,Type,Proton_transfer,Electron_transfer,potential_SHE,peak_current_ratio,Concentration_[mol/L],solubility_max,solubility_min,potential_anodic_peak1_ v[100mV/s],potential_cathodic_peak1_ v[100mV/s],potential_anodic_peak2_ v[100mV/s],potential_cathodic_peak2_ v[100mV/s],pH,additional_potential_anodic_peaks,echem_reversibility,Scan_rate mVs^-1,Comments,Multiplicity_Ox,Multiplicity_Red,MolWt_Ox,NumHAcceptors_Ox,NumHDonors_Ox,MolLogP_Ox,HeavyAtomMolWt_Ox,NumRadicalElectrons_Ox,NumValenceElectrons_Ox,MxnAbsPartialCharge_Ox,MinAbsPartialCharge_Ox,MolMR_Ox,NumHeteroatoms_Ox,FpDensityMorgan1_Ox,MolWt_Red,NumHAcceptors_Red,NumHDonors_Red,MolLogP_Red,HeavyAtomMolWt_Red,NumRadicalElectrons_Red,NumValenceElectrons_Red,MxnAbsPartialCharge_Red,MinAbsPartialCharge_Red,MolMR_Red,NumHeteroatoms_Red,FpDensityMorgan1_Red,MolWt_Ox,NumHAcceptors_Ox,NumHDonors_Ox,MolLogP_Ox,HeavyAtomMolWt_Ox,NumRadicalElectrons_Ox,NumValenceElectrons_Ox,MxnAbsPartialCharge_Ox,MinAbsPartialCharge_Ox,MolMR_Ox,NumHeteroatoms_Ox,FpDensityMorgan1_Ox,MolWt_Red,NumHAcceptors_Red,NumHDonors_Red,MolLogP_Red,HeavyAtomMolWt_Red,NumRadicalElectrons_Red,NumValenceElectrons_Red,MxnAbsPartialCharge_Red,MinAbsPartialCharge_Red,MolMR_Red,NumHeteroatoms_Red,FpDensityMorgan1_Red,MolWt_Ox,NumHAcceptors_Ox,NumHDonors_Ox,MolLogP_Ox,HeavyAtomMolWt_Ox,NumRadicalElectrons_Ox,NumValenceElectrons_Ox,MxnAbsPartialCharge_Ox,MinAbsPartialCharge_Ox,MolMR_Ox,NumHeteroatoms_Ox,FpDensityMorgan1_Ox,MolWt_Red,NumHAcceptors_Red,NumHDonors_Red,MolLogP_Red,HeavyAtomMolWt_Red,NumRadicalElectrons_Red,NumValenceElectrons_Red,MxnAbsPartialCharge_Red,MinAbsPartialCharge_Red,MolMR_Red,NumHeteroatoms_Red,FpDensityMorgan1_Red
11,anthraquinone,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=S(=O)([O-])c1ccc2c(O)c3ccccc3c(O)c2c1,Negolyte,2,2,-0.208,0.88,0.001,0.32,0.29,-0.182,-0.234,,,7.0,No,reversible,100.0,,1,1,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75
12,anthraquinone,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)[O-])ccc21,O=S(=O)([O-])c1ccc2c(O)c3ccccc3c(O)c2c1,Negolyte,2,2,-0.334,1.2,0.001,0.36,0.29,-0.303,-0.362,,,13.0,No,reversible,100.0,,1,1,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75,287.272,5,0,1.3661,280.216,0,100,777,0.19405617868883004,67.71220000000002,6,0.75
13,anthraquinone,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,O=S(=O)([O-])c1cc2c(O)c3ccccc3c(O)c2c(O)c1O,Negolyte,2,2,0.015,0.9,0.001,0.021,0.017,0.121,0.241,,,0.0,No,quasi,100.0,,1,1,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636
14,anthraquinone,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,O=S(=O)([O-])c1cc2c(O)c3ccccc3c(O)c2c(O)c1O,Negolyte,2,2,-0.347,0.85,0.001,0.01,,-0.274,-0.232,,,7.0,No,quasi,100.0,,1,1,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636
15,anthraquinone,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)[O-])c(O)c2O,O=S(=O)([O-])c1cc2c(O)c3ccccc3c(O)c2c(O)c1O,Negolyte,2,2,-0.692,1.1,0.001,0.58,0.49,-0.337,-0.283,,,13.0,No,quasi,100.0,,1,1,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636,319.27000000000004,7,2,0.7773000000000001,312.21400000000006,0,112,777,0.19789035465983426,71.04180000000001,8,0.8636363636363636
16,anthraquinone,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1c(S(=O)(=O)[O-])cc(Br)c2c(O)c3ccccc3c(O)c12,Negolyte,2,2,0.14,0.4,0.001,0.027,0.025,0.389,-0.67,,,0.0,No,quasi,100.0,,1,1,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0
17,anthraquinone,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1c(S(=O)(=O)[O-])cc(Br)c2c(O)c3ccccc3c(O)c12,Negolyte,2,2,-0.35,0.5062699,0.001,0.01,,-0.319,-0.338,-0.386,-0.425,7.0,No,quasi,100.0,,1,1,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0
18,anthraquinone,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,Nc1c(S(=O)(=O)[O-])cc(Br)c2c(O)c3ccccc3c(O)c12,Negolyte,2,2,-0.52,0.547039603,0.001,0.01,,-0.422,-0.482,-0.594,-0.627,13.0,No,quasi,80.0,80mV/s,1,1,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0,381.18300000000005,6,1,1.7108,374.12700000000007,0,112,777,0.19617546368386035,79.8246,8,1.0
19,Naphtoquinone,O=C1C=C(S(=O)(=O)[O-])c2ccccc2C1=O,O=C1C=C(S(=O)(=O)[O-])c2ccccc2C1=O,O=S(=O)([O-])c1cc(O)c(O)c2ccccc12,Negolyte,2,2,0.55,0.8,0.001,0.019,0.15,0.713,0.391,,,0.0,No,quasi,100.0,,1,1,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0
20,Naphtoquinone,O=C1C=C(S(=O)(=O)[O-])c2ccccc2C1=O,O=C1C=C(S(=O)(=O)[O-])c2ccccc2C1=O,O=S(=O)([O-])c1cc(O)c(O)c2ccccc12,Negolyte,2,2,0.24,0.52,0.001,0.01,,0.354,0.119,,,7.0,No,quasi,100.0,,1,1,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0
21,Naphtoquinone,O=C1C=C(S(=O)(=O)[O-])c2ccccc2C1=O,O=C1C=C(S(=O)(=O)[O-])c2ccccc2C1=O,O=S(=O)([O-])c1cc(O)c(O)c2ccccc12,Negolyte,2,2,-0.081,0.9,0.001,0.96,0.77,0.046,-0.228,,,13.0,No,quasi,100.0,,1,1,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0,237.212,5,0,0.3381000000000003,232.17199999999994,0,82,777,0.23307103555178316,53.45370000000001,6,1.0
